Clip,Deviation,Maneuver,WeatherCondition,ParkingGarage,DrivingMode,ArtificialLight,DynamicObjects,DirectionChange,LightCondition,ParkingManeuver,Seasons,StaticObjects,Location,VID_START_FRAME,VID_START_ELV,VID_START_LAT,VID_START_LNG,VID_START_TSTMP,SCN_START_FRAME,SCN_START_ELV,SCN_START_LAT,SCN_START_LNG,SCN_START_TSTMP,VID_END_FRAME,VID_END_ELV,VID_END_LAT,VID_END_LNG,VID_END_TSTMP,SCN_END_FRAME,SCN_END_ELV,SCN_END_LAT,SCN_END_LNG,SCN_END_TSTMP
W005643_20221005_170008,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_3_TWILIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,151408.0,139.95397441461682,51.47558173896335,13.8622127816299,1.664989209428313e+18,151911.0,139.96463134791702,51.47558176146688,13.862212858549649,1.6649892233588541e+18,156555.0,140.16029451601207,51.475474795576964,13.86170345170031,1.664989352352469e+18,156483.0,140.1621516244486,51.47547475036105,13.861703506633962,1.664989350028626e+18
W005643_20221005_170454,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_3_TWILIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,161703.0,139.9697134355083,51.4755807946103,13.862211307058267,1.664989495448247e+18,161847.0,139.97210667096078,51.475580808474774,13.862211316355083,1.664989499219242e+18,166095.0,140.10378791112453,51.475474145937824,13.861705431727385,1.664989616958755e+18,165879.0,140.10259454045445,51.47547414933724,13.861705464426286,1.6649896113890468e+18
W005643_20221005_174048,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,18384.0,139.9926322242245,51.47561140284155,13.861679224511251,1.664991648996147e+18,19176.0,139.99480098020285,51.47561138627956,13.861679218931682,1.664991670546164e+18,23279.0,140.1528730681166,51.47547675047809,13.861706041301051,1.6649917841861578e+18,23172.0,140.1531264213845,51.47547678430935,13.861706062972145,1.6649917810863508e+18
W005643_20221005_174526,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,28392.0,139.97818643879145,51.4756130485843,13.861677420203781,1.664991926978562e+18,29494.0,139.984953789,51.4756133365,13.8616777725,1.664991956616236e+18,32927.0,140.0456920946017,51.47547691985939,13.861708683915193,1.6649920526600138e+18,32721.0,140.052615232,51.4754769027,13.861708484,1.6649920462736996e+18
W005643_20221005_175413,DEV_1_NO_DEVIATION,,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,47543.0,139.84538409300148,51.47558162756948,13.862213313353745,1.664992458979605e+18,47615.0,139.84559609927237,51.475581629401425,13.862213303376258,1.6649924604386179e+18,53195.0,139.93927965220064,51.475474988975876,13.861703859581935,1.664992615559754e+18,53123.0,139.93969617132097,51.475475003907114,13.86170383334517,1.664992613309728e+18
W005643_20221005_175959,DEV_2_SMALLER_0_5,,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,59856.0,139.79338648822159,51.47557962971272,13.862212039601884,1.664992800039661e+18,60755.0,139.78140765987337,51.475579599062414,13.862212063457125,1.664992825921799e+18,64968.0,139.9366603642702,51.47547503532382,13.861706627805265,1.664992942079686e+18,64896.0,139.92924962937832,51.47547508231612,13.861706516412767,1.664992940091444e+18
W005643_20221005_182551,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,,20474.0,141.61056819744408,51.478274554686,13.854941101770539,1.664994352499788e+18,21374.0,141.60172839835286,51.478274648430265,13.854941064162741,1.664994378029783e+18,24794.0,141.62509104330093,51.47816037616252,13.854477723558647,1.664994472919774e+18,24578.0,141.66246367059648,51.4781604774806,13.854477922562609,1.66499446748979e+18
W005643_20221005_192804,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_1_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_16_VDC,22433.0,140.1274691047147,51.478050829328794,13.857219401347962,1.664998085818358e+18,22901.0,140.13028011843562,51.478050806386655,13.857219384662574,1.6649980989184161e+18,26141.0,140.17900930251926,51.477761499802625,13.8569270585276,1.664998189018344e+18,26069.0,140.17672803346068,51.47776153975045,13.856927109645083,1.6649981861085192e+18
W005643_20221005_193309,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_1_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_16_VDC,33413.0,139.94450680352747,51.478049256446965,13.857217068097942,1.664998390698312e+18,33809.0,139.94501191098243,51.47804926165735,13.857217051596441,1.6649984018384148e+18,36832.0,140.38950087781996,51.477763690684746,13.856931267134579,1.664998486038346e+18,36795.0,140.3821197496727,51.477763694607845,13.856931277448362,1.664998484339324e+18
W005643_20221005_195320,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_1_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_16_VDC,8036.0,139.83378875628114,51.47754081594916,13.857367798241025,1.6649996020198868e+18,8252.0,139.8510359916836,51.477540848247976,13.857367730828805,1.664999607389896e+18,11168.0,140.198727324605,51.477759176781426,13.85692296074711,1.6649996881398262e+18,11060.0,140.20493293274194,51.477759202900586,13.856923045784344,1.664999685540205e+18
W005643_20221005_195622,DEV_2_SMALLER_0_5,MAN_1_STRAIGHT,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_1_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_16_VDC,14552.0,139.6460240362212,51.477539145619374,13.8573637705165,1.66499978305982e+18,14696.0,139.64537084661424,51.477539110959434,13.85736375330553,1.6649997870598482e+18,18080.0,140.0876861717552,51.477757181101815,13.856927543846954,1.664999880409902e+18,17972.0,140.08833641931415,51.47775721296481,13.85692753985762,1.664999877190241e+18
W005643_20221005_200332,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,30068.0,141.628612132743,51.47827812833714,13.854942194449368,1.66500021394986e+18,31183.0,141.602911173366,51.478278364765394,13.854942566132513,1.665000244700667e+18,34026.0,141.38916183356196,51.47816344062724,13.854476117520516,1.665000323969929e+18,33954.0,141.3283722801134,51.47816329030644,13.854476184371117,1.665000321930839e+18
W005643_20221005_200818,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,40328.0,141.66965806297958,51.4782239504093,13.854881846819422,1.665000499029883e+18,40976.0,141.66488590091467,51.47822388898168,13.854881889446052,1.665000516419889e+18,46232.0,141.52413717843592,51.478143819430386,13.854455868238027,1.665000662929848e+18,46196.0,141.52396684605628,51.47814386771551,13.854455842438917,1.665000661449961e+18
W005643_20221005_201453,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,54584.0,141.6443702094257,51.47822304742656,13.854885945450249,1.66500089490979e+18,55237.0,141.640736721,51.4782231008,13.854885912,1.6650009122360015e+18,59444.0,141.55889047589153,51.47814493508511,13.854453966458419,1.6650010293698212e+18,59158.0,141.56693628,51.4781450263,13.8544540844,1.665001021141335e+18
W005643_20221005_202052,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,67508.0,141.64268490858376,51.47825497698604,13.85493891994937,1.665001253929825e+18,68264.0,141.63398570846766,51.47825502017,13.85493894359088,1.6650012743198968e+18,71612.0,141.58905763644725,51.47816142164897,13.854475349792637,1.665001367169854e+18,71468.0,141.5875128787011,51.47816141093907,13.854475313169353,1.665001364019935e+18
W005643_20221005_202451,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_2_NIGHT,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,76112.0,141.63950194511563,51.4782566930181,13.854940736165144,1.665001492909803e+18,77048.0,141.63720305077732,51.478256757444036,13.85494076068931,1.665001518219816e+18,80216.0,141.58413086924702,51.47816287978526,13.854472562483018,1.665001606149887e+18,80108.0,141.58533068280667,51.47816287070225,13.854472545220716,1.665001603780839e+18
W005643_20221005_220755,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_4_FOG,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_10_VDC,47837.0,160.81205486413091,51.53246256229334,13.923497471407405,1.6650076764218609e+18,48017.0,160.8124026833102,51.53246255810858,13.923497527118565,1.665007681312149e+18,50393.0,161.3050681548193,51.53253576947814,13.9238822437624,1.665007747761261e+18,50321.0,161.30762434192002,51.532535742820635,13.923882220756873,1.6650077457513572e+18
W005643_20221005_221058,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_4_FOG,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_10_VDC,54425.0,160.8332851221785,51.53246322447759,13.923492900217646,1.665007859391242e+18,54569.0,160.83187704999,51.53246320688531,13.923492908557392,1.665007863671287e+18,57089.0,161.3007412524894,51.53253387432553,13.923886613160745,1.665007933052214e+18,57017.0,161.30174981616437,51.53253386243493,13.92388658886076,1.6650079309412838e+18
W005643_20221005_221417,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_4_FOG,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_10_VDC,61589.0,161.13924349285662,51.532240184517484,13.92421649123859,1.665008058461246e+18,62237.0,161.1945205340162,51.532240354371005,13.924215652558127,1.6650080767613279e+18,64793.0,161.1997614968568,51.53257915155932,13.92389047790243,1.6650081476012462e+18,64722.0,161.20133695658296,51.5325791683655,13.923890455788088,1.665008145221293e+18
W005643_20221005_221750,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_4_FOG,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_10_VDC,69257.0,161.1784415571019,51.532239824988636,13.92421269547296,1.665008271531323e+18,69905.0,161.18146406300366,51.53223980511854,13.92421269282089,1.665008289501267e+18,72353.0,161.20773090422153,51.53258021805818,13.923885016400844,1.665008357451401e+18,72281.0,161.20889290049672,51.53258023099619,13.923885033192226,1.66500835552136e+18
W005643_20221005_222152,DEV_1_NO_DEVIATION,MAN_1_STRAIGHT,WEA_4_FOG,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_10_VDC,78004.0,160.42857245262712,51.53282722800347,13.923734098925562,1.665008514541271e+18,78761.0,160.4262026073411,51.53282719370771,13.923734057106941,1.6650085351424192e+18,82109.0,161.23632495477796,51.532529087799375,13.923879929431406,1.665008628401262e+18,82037.0,161.2378593850881,51.53252911072887,13.923879947043032,1.665008626041507e+18
W005643_20221005_222541,DEV_2_SMALLER_0_5,MAN_1_STRAIGHT,WEA_4_FOG,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_1_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_10_VDC,86213.0,160.40755060780793,51.53282707071324,13.92373040714286,1.665008742344032e+18,86357.0,160.40589269436896,51.532827079838725,13.923730428376532,1.665008746035582e+18,89633.0,161.25832205452025,51.53252851149022,13.923883980975406,1.66500883708429e+18,89380.0,161.2604733351618,51.532528533135796,13.923883920283048,1.665008830404036e+18
W005643_20221006_105045,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,83184.0,139.9405094664544,51.475611895418496,13.861679900163383,1.6650534461784822e+18,84012.0,139.95912604872137,51.47561208516814,13.861679793119851,1.665053469059464e+18,87863.0,140.0451594348997,51.47547751643202,13.861707154895269,1.6650535753285302e+18,87718.0,140.0406580399722,51.475477446437786,13.86170711056587,1.6650535717990538e+18
W005643_20221006_105448,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,91968.0,139.97669724188745,51.47561273764293,13.861676936203116,1.665053690148469e+18,92723.0,139.98575982265174,51.47561272454921,13.861676949646878,1.665053710778537e+18,96033.0,140.0825985185802,51.475475960512206,13.861710231253918,1.665053802548544e+18,95927.0,140.08224753662944,51.47547596186723,13.861710223373208,1.665053800229849e+18
W005643_20221006_105944,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,102586.0,140.0114733921364,51.47558216182284,13.862213170556874,1.665053985268585e+18,103666.0,139.99905582983047,51.475582327221424,13.862213144521343,1.665054014488559e+18,107988.0,140.07130478695035,51.475474566821056,13.861704720955212,1.6650541350485512e+18,107915.0,140.06801422685385,51.47547457625656,13.861704720969922,1.665054132879966e+18
W005643_20221006_110425,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,112740.0,139.99729652889073,51.4755801006957,13.862211622470092,1.6650542663185119e+18,113603.0,139.9939008280635,51.47557996837909,13.862211616184444,1.66505429111343e+18,117129.0,140.17901722341776,51.47547437084573,13.861708554565698,1.6650543886884972e+18,117060.0,140.17459172289819,51.47547437824262,13.861708526832393,1.665054386648545e+18
W005643_20221006_112945,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,167459.0,141.68394439760596,51.47825534332519,13.854939651954453,1.6650557867686879e+18,168143.0,141.67321324534714,51.478255414155775,13.854939716609517,1.665055806258772e+18,171382.0,141.60654594097286,51.4781606299154,13.854476378207288,1.665055895722293e+18,171274.0,141.60263662226498,51.478160623666795,13.854476394330005,1.665055893070387e+18
W005643_20221006_113408,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,176926.0,141.66129121836275,51.478257194651924,13.854941963993925,1.665056049920676e+18,178007.0,141.6588384984061,51.478257138395016,13.854942018406863,1.6650560798305198e+18,180815.0,141.6023724982515,51.478161864990284,13.854475341032527,1.665056158090406e+18,180742.0,141.60048687178642,51.47816186627088,13.854475355483517,1.665056155820448e+18
W005643_20221006_113802,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_1_DIRECTION_CHANGE,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,185350.0,141.7060309741646,51.47822483989493,13.854881545237127,1.665056283860499e+18,185350.0,141.7060309741646,51.47822483989493,13.854881545237127,1.665056283860499e+18,189203.0,141.55571677163243,51.47814495525171,13.854460455632625,1.665056390520545e+18,189132.0,141.5483572334051,51.478144921015115,13.854460439593733,1.665056388600523e+18
W005643_20221006_114525,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,201299.0,141.6035985480994,51.478274485914795,13.854940915308413,1.665056726840411e+18,202162.0,141.60062634199858,51.47827450743969,13.854940905731228,1.665056750990428e+18,204934.0,141.56231471709907,51.47816105774622,13.85447682652925,1.665056827920481e+18,204862.0,141.55964864604175,51.4781610417151,13.854476858563007,1.665056825450764e+18
W005643_20221006_114843,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,208390.0,141.59746481850743,51.478276538015024,13.8549419189011,1.665056923780381e+18,208642.0,141.60348148737103,51.4782765543783,13.854941912726575,1.6650569311103908e+18,211306.0,141.56518857367337,51.478162387912406,13.854473931724483,1.665057004611521e+18,211234.0,141.56240792293102,51.4781623198874,13.854473978705407,1.6650570023807508e+18
W005643_20221006_124659,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,334279.0,172.2948581278324,51.536734931599426,13.932871142076095,1.6650604210028728e+18,334632.0,172.299238695,51.5367348424,13.9328721933,1.665060429995019e+18,335936.0,171.85191316064447,51.53660363388517,13.9332925160261,1.665060467282924e+18,335619.0,171.860551219,51.5366034637,13.9332921876,1.6650604574328202e+18
W005643_20221006_125415,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,349977.0,172.4163575982675,51.536373821436236,13.932997434546824,1.665060857079964e+18,349977.0,172.4163575982675,51.536373821436236,13.932997434546824,1.665060857079964e+18,351597.0,171.86255975067616,51.53660173598042,13.933290890864491,1.66506090178995e+18,,,,,
W005643_20221006_125933,DEV_1_NO_DEVIATION,MAN_3_CURVED,WEA_2_CLOUDY,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_22_VDC,361389.0,172.32842455804348,51.53680100193311,13.93298544682776,1.665061173970036e+18,361687.0,172.330612591,51.5368005822,13.9329841283,1.6650611815414374e+18,363044.0,171.86291982233524,51.53660153328473,13.933289884213332,1.6650612202301181e+18,362716.0,171.868502316,51.5366015594,13.933289905,1.665061210120552e+18
W005643_20221006_143901,DEV_2_SMALLER_0_5,MAN_3_CURVED,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,576256.0,140.01079065725207,51.475612887799024,13.861676595849417,1.6650671425174252e+18,577264.0,140.01034377422184,51.475612894560875,13.86167657957453,1.665067170049121e+18,580288.0,140.14941898360848,51.475475601563396,13.861708692643278,1.6650672544274819e+18,580251.0,140.14904960803688,51.47547556626263,13.861708655144765,1.665067253131347e+18
W005643_20221006_144341,DEV_1_NO_DEVIATION,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,586336.0,139.94555476959795,51.47558200623954,13.862212898408881,1.665067422527403e+18,586948.0,139.95193237718195,51.47558193628531,13.862212830982577,1.665067439178025e+18,590799.0,140.17239859886467,51.4754744017517,13.861704039301582,1.665067546857444e+18,590728.0,140.1722651142627,51.47547436584736,13.861703999149997,1.6650675439276992e+18
W005643_20221006_144729,DEV_2_SMALLER_0_5,MAN_2_S_SHAPE,WEA_1_CLEAR,GAR_2_OUTSIDE,DRVM_1_00_TO_10_KPH,STL_2_NO_STREET_LIGHTS,DOBJ_2_NO_DOBJ_IN_SCENE,DIR_2_FORWARD,LC_1_DAY,PIO_1_PARK_IN,SEA_1_GREEN_TREES,SOBJ_1_NO_SOBJ_PRESENT,LOC_08_VDC,594544.0,139.94562780391425,51.47558007788346,13.86221132767612,1.665067650587452e+18,594652.0,139.94367215037346,51.47558008000261,13.862211340006624,1.6650676534175101e+18,598576.0,140.16078419890255,51.47547323229878,13.86170674071886,1.665067762657494e+18,598503.0,140.16462070215493,51.47547321763098,13.861706726027316,1.665067760777445e+18
